text_id,text,hate,moh_text
hasoc_en_848,"Doctors come out on roads to protest against the brutality in West Bengal.  , your dictatorship is challenged by these young rebels with a cause.  SaveBengal DoctorsStrike DoctorsFightBack",0,Doctors come out on roads to protest against the brutality in West Bengal your dictatorship is challenged by these young rebels with a cause रवीना DoctorsStrike DoctorsFightBack
hasoc_en_2807,Congratulations Michael Phelps for winning Cricket World Cup 2019    ShameOnICC  (,1,Congratulations Michael Phelps for winning Cricket World Cup 2019 ShameOnICC
hasoc_en_3161,"Being ETHICAL is the ability to do the RIGHT thing, even when NO ONE is watching, even when doing the WRONG THING may be LEGAL!  DoctorsFightBack",0,Being ETHICAL is the ability to do the RIGHT thing even when NO ONE is watching even when doing the WRONG THING may be LEGAL DoctorsFightBack
hasoc_en_5512,Jesus suffering fuck! Hunt or Johnson. Hands up everyone who is now up for a shit load of chaos with Ed Miliband? chaoswithedmiliband  ToryLeadershipContest BrexitShambles BorisJohnson pic.twitter.com/6A43S8lBkE,1,Jesus suffering fuck Hunt or Johnson Hands up everyone who is now up for a shit load of chaos with Ed मिलिबंद chaoswithedmiliband ToryLeadershipContest BrexitShambles BorisJohnson pictwittercom6A43S8lBkE
hasoc_en_3395,So those people cocooning borisjohnson and ensuring he’s doesn’t do/say anything to further his reputation as a bunglingbuffoon you do know your going to have to let him loose to fight his own campaign! And hewillslipup healwaysdoes amatteroftime BorisJohnsonShouldNotBePM,0,So those people cocooning ब्रोन्सन and ensuring hes दोस्त दोसा anything to further his reputation as a bunglingbuffoon you do know your going to have to let him loose to fight his own campaign And hewillslipup healwaysdoes amatteroftime BorisJohnsonShouldNotBePM
hasoc_en_200,"Yes! Boris is only doing what was agreed v early on, a transition period if a deal is struck, is just common sense and was approved all round back in the long lost days of 2017.     Having a good Deal, but still wanting to leave next day, simply isn't necessary or practical.",0,Yes Boris is only doing what was agreed v early on a transition period if a deal is struck is just common sense and was approved all round back in the long lost days of 2017 Having a good Deal but still wanting to leave next day simply इन्ट necessary or practical
hasoc_en_2107,When the chick on lovelsland that’s never been in a relationship starts giving out relationship advice dickhead wasteman,0,When the chick on हालैण्ड दैट never been in a relationship starts giving out relationship advice dickhead वासरमैन
hasoc_en_4752,This is a load of bullshit! Your supporters are NOT smart...cause they still support YOU! And this is NOT your approval rating! LIES STFU POSPOTUS FuckTrump,1,This is a load of bullshit Your supporters are NOT स्मार्त they still support YOU And this is NOT your approval rating LIES STFU POSPOTUS FuckTrump
hasoc_en_2958,"In other words, “I’m a pathological liar who couldn’t tell the truth if his life(or office or freedom) depended on it.”    TrumpsWorseThanNixon   TrumpIsATraitor",1,In other words Im a pathological liar who कौट tell the truth if his लाइफ़ office or freedom depended on it TrumpsWorseThanNixon TrumpIsATraitor
hasoc_en_4594,ShameOnICC     can use her to cover the stadium...,0,ShameOnICC can use her to cover the stadium
hasoc_en_4523,"This killer CM must be diagnosed soon before more ppl are harmed. She is protecting 200 Muslim criminals at the expense of 200,000 innocent lives in the state!! Is she insane?!? DoctorsFightBack",1,This killer CM must be diagnosed soon before more पीपीएल are harmed She is protecting pakad Muslim criminals at the expense of pakad innocent lives in the state Is she insane DoctorsFightBack
hasoc_en_2148,Especially BorisJohnsonShouldNotBePM,0,Especially BorisJohnsonShouldNotBePM
hasoc_en_1244,“I’m backing him because 65% of my people said to and not because I actually have an opinion or a spine of my own” dickhead,0,Im backing him because 65 of my people said to and not because I actually have an opinion or a spine of my own dickhead
hasoc_en_2076,West Bengal doctor strike live: IMA declares nationwide strike on Monday; doctors seek apology from Mamata Banerjee    SaveBengal  DoctorsFightBack,0,West Bengal doctor strike live IMA declares nationwide strike on Monday doctors seek apology from ममता बैनर्जी रवीना DoctorsFightBack
hasoc_en_938,Ted Cruz Leads GOP Senate Demand For More Tax Cuts For Billionaires Resist ResistTrump FuckTrump,0,Ted Cruz Leads GOP Senate Demand For More Tax Cuts For Billionaires Resist सिस्टूम FuckTrump
hasoc_en_5699,. uses the word douchebag because he hears it so much. 🤣,1,uses the word डूश because he hears it so much
hasoc_en_3164,Projection.  TrumpIsATraitor,0,Projection TrumpIsATraitor
hasoc_en_472,So logically you have no problem with the back stop in that case,0,So logically you have no problem with the back stop in that case
hasoc_en_3363,"Amidst glove controversy we arrive the day when the Top teams meet.  Yes, it is INDvAUS today.  Sunday can't be made more better then this.  Come on India, Let's do it.    INDvAUS INDvsAUS IndiaWithDhoni Dhoni DhoniKeepsTheGlove DhoniKeepBalidaanBadgeGlove BleedBlue",0,मिडवेस्ट glove controversy we arrive the day when the Top teams meet Yes it is INDvAUS today Sunday cant be made more better then this Come on India Lets do it INDvAUS INDvsAUS IndiaWithDhoni होनी DhoniKeepsTheGlove DhoniKeepBalidaanBadgeGlove BleedBlue
hasoc_en_3165,"you are trying to stage a war by blowing up a ship,blaming Iran, real Americans see this. your personal financial ties with SaudiaArabi to get you $$ while U betray America is ur agenda! your a CRIMINAL Impeachment TrumpLies Marine mom FuckSaudi FuckTrump StagedbyAmerica",1,you are trying to stage a war by blowing up a शिपब्रेकिंग Iran real Americans see this your personal financial ties with SaudiaArabi to get you while U betray America is उर agenda your a CRIMINAL Impeachment अम्पायर Marine mom कौड़ी FuckTrump StagedbyAmerica
hasoc_en1_1311,"Sir Pls raise voice about Taj City . I am very sad to see the condition of Agra city today. Only Taj Mahal and Red fort is beautiful but I think fully city should look clean. Worst condition of city, Stations, bus stations etc.",0,Sir Pls raise voice about आज City I am very sad to see the condition of Agra city today Only आज आख़ाल and Red fort is beautiful but I think fully city should look clean Worst condition of city Stations bus stations etc
hasoc_en1_4435,Sir UPA will get 185 yours 51 kindly form govt. Best of luck,0,Sir UPA will get 18 yours 51 kindly form govt Best of luck
hasoc_en_821,"Really, sounds like youre inviting open hostilities again.     Are you sure your up to this job?     Don't want to be rude but you're just not very bright and have a persistent habit of telling lies too.",1,Really sounds like यौर inviting open hostilities again Are you sure your up to this job होंट want to be rude but यौर just not very bright and have a persistent habit of telling lies too
hasoc_en_3435,"Pakistan's foreign exchange reserves are very low now. The TerroristNationPakistan to face bankruptcy soon under the leadership of . Now, this seasoned beggar will again start begging for alms from rich countries. Now no one can save Pakistan from destruction.",1,पाकिस्तानी foreign exchange reserves are very low now The TerroristNationPakistan to face bankruptcy soon under the leadership of Now this seasoned beggar will again start begging for alms from rich countries Now no one can save Pakistan from destruction
hasoc_en_274,"I just want to wish a great man a very wonderful day...HappyJohnMcCainDay.  Also, HappyFlagDay! I’d like to take this time to also say FuckTrump.",0,I just want to wish a great man a very wonderful dayHappyJohnMcCainDay Also HappyFlagDay Id like to take this time to also say FuckTrump
hasoc_en_4806,Those that deal in the superficial NarcissisticPersonalityDisorder will ALWAYS be easily conned by Psychopaths.  is an idiot. Definitely being played. Isn’t the US lucky? FuckTrump,0,Those that deal in the superficial NarcissisticPersonalityDisorder will ALWAYS be easily conned by Psychopaths is an idiot Definitely being played सन्त the US lucky FuckTrump
hasoc_en_1346,"I think icc full supporting to England to go semi finals and win the World Cup, because no rain in England match's     You can do anything but England is not going to win World Cup 🙉🙉    ShameOnICC",0,I think एआइसीसी full supporting to England to go semi finals and win the World Cup because no rain in England मैचों You can do anything but England is not going to win World Cup ShameOnICC
hasoc_en_3740,Yes it is better but by the way ShameOnICC,0,Yes it is better but by the way ShameOnICC
hasoc_en_24,"Last evening my colleague and I had our first Info Abend targeting African mirgants at Görlitzer Park. We did it in English, German and Arabic. Good vibes, laughter, and food. Everyone has the right to health services & information healthrights refugeesarewelcome görlitzerpark",0,Last evening my colleague and I had our first Info बेन्ड targeting African गांट्स at रिटज़र Park We did it in English German and Arabic Good vibes laughter and food Everyone has the right to health services information हेडलाइटों refugeesarewelcome görlitzerpark
hasoc_en_4102,"Can I just say that should I ever run for any sort of office (elected or otherwise), I currently have 1 wife, 3 children, 2 cats and 2 tortoises BorisJohnsonShouldNotBePM",1,Can I just say that should I ever run for any sort of office elected or otherwise I currently have 1 wife 3 children 2 cats and 2 tortoises BorisJohnsonShouldNotBePM
hasoc_en_474,ShameOnICC Fans have been left frustrated as rain delays and washouts are slowly starting to dominate the narrative around the World Cup.ICC should feel ashamed as Eden Gardens has facility of full covering during a rain threat in Kolkata Why not London? 4 matches already lost.,0,ShameOnICC Fans have been left frustrated as rain delays and washouts are slowly starting to dominate the narrative around the World CupICC should feel ashamed as Eden Gardens has facility of full covering during a rain threat in कोलाकाता Why not London 4 matches already lost
hasoc_en_1894,Draft Dodgers aren’t allowed to hang out with real War Heroes.    FuckTrump and his five fake deferments for ‘bone spurs’    Happy John McCain Day!,0,Draft Dodgers फरेन्ट् allowed to hang out with real War Heroes FuckTrump and his five fake deferments for bone spurs Happy John McCain Day
hasoc_en_3842,Be an hindu or muslim and anyone else... A rapist should be punished without delays. There must be no room to discuss to defend these issues indianfirst,0,Be an हिन्दूस or मुस्लिमों and anyone else A rapist should be punished without delays There must be no room to discuss to defend these issues इण्डियन
